id,Name,titleProject_id,class,score,username,password
111276067881,Сербин Геннадий Михаилович,7,8в,2
107208873626,Папандина Клавдия Яковлевна,304,9в,5
91482627865,Белагина Галина Андреевна,396,9а,4
80311758743,Кижняева Анна Леонидовна,178,7и,2
93560925071,Цывин Олег Яковлевич,446,7т,2
86996084495,Жидняева Ксения Эдуардовна,373,7х,4
102388993341,Липковский Анатолий Иванович,144,10а,2
81008252398,Меднова Наталья Богдановна,290,7и,5
120252243796,Житихин Вячеслав Романович,141,9а,5
86306947464,Шеврина Полина Максимовна,33,11а,5
96954364153,Алпеев Валентин Данилович,323,8а,2
79410527359,Золикова Клара Игоревна,364,10х,2
88411390535,Дориков Дмитрий Петрович,296,10г,5
107233154683,Корабышев Кирилл Михаилович,302,8и,5
152583537643,Ростовиков Константин Николаевич,336,10а,2
75377881333,Нехаев Дмитрий Фёдорович,129,7х,4
89597537682,Зызлова Мария Николаевна,430,8г,3
107940311917,Королупов Валерий Тимофеевич,397,10д,5
106212699360,Стенцов Евгений Яковлевич,315,8и,4
99542456812,Феклисов Константин Виталиевич,270,9т,
86786176120,Синелев Руслан Тимофеевич,300,8и,2
100807098960,Опевалова Вера Евгеньевна,473,9д,5
112052848640,Назерова Вероника Василевна,206,7б,5
135366427231,Дименская Светлана Дмитриевна,387,9д,5
105782916453,Ковторева Раиса Василевна,482,9и,2
91232035613,Кулишнин Вячеслав Яковлевич,386,11х,5
87218716415,Лексин Кирилл Антонович,139,7в,5
124000729337,Лаковский Григорий Василиевич,240,7д,5
133053960057,Барамыкова Александра Алексеевна,106,10а,3
111865820433,Плясулина Оксана Андреевна,346,8х,2
120047681058,Петрикеев Станислав Яковлевич,14,7и,4
108327503001,Моторыгин Илья Георгиевич,238,10и,5
57361450419,Рыков Тарас Павлович,174,10и,5
119261818817,Иончикова Елизавета Егоровна,169,8д,5
91688229950,Смолькина Алиса Егоровна,441,7г,5
101084843313,Оболенин Герасим Павлович,472,7и,4
129886559727,Трощинский Георгий Борисович,67,9д,3
110399119287,Поддубская Лиза Игоревна,496,10а,4
89281534788,Телькова Валерия Олеговна,335,7х,4
177697206831,Чигварина Александра Алексеевна,428,10б,2
105718218963,Киреевский Артур Игоревич,119,7в,3
92727413977,Шумейкин Роман Павлович,420,8в,5
119823002264,Трушинов Максим Алексиевич,82,8и,4
105893579793,Голюков Денис Сергеевич,62,11б,4
129834243743,Хлиманкова Надежда Валерьевна,461,10б,3
111770138379,Кулаженков Алексей Олегович,367,10в,2
110487182780,Бутукин Владимир Адамович,221,7х,5
85383612787,Поддуев Леонид Олегович,149,9х,4
86382588307,Ревцев Василий Павлович,360,9х,5
87077575577,Старокожев Артём Юрьевич,46,8д,3
116216855740,Светошев Максим Михаилович,321,10х,2
129726004048,Старынина Кристина Федоровна,266,9д,3
93470629174,Востров Дмитрий Денисович,282,9г,3
124400588906,Бураханова Анастасия Леонидовна,16,8г,2
89889691062,Понизов Виктор Кириллович,214,11и,5
105385080566,Суздалев Валерий Алексеевич,66,11т,5
113836130606,Колендин Дмитрий Алексеевич,153,10в,4
126591236828,Сулькова Екатерина Андреевна,325,8и,4
143172950043,Аржевитова Надежда Федоровна,242,10в,2
96273231931,Крассов Валерий Олегович,201,8х,5
90958947983,Сонураева Инна Андреевна,450,9т,3
62025189456,Пашин Роман Вадимович,204,10д,2
100589963783,Фичкина Евгения Федоровна,29,11д,3
85634483220,Свилин Олег Виталиевич,123,8в,2
86205230350,Рогоцкий Андрей Адамович,142,9в,2
98332025077,Ахантьев Игорь Валериевич,80,10д,5
121473304100,Сочиникова Ксения Кирилловна,100,10д,2
78200010164,Остюков Артур Романович,329,11и,3
76434531598,Брюкина Оксана Викторовна,98,8в,5
88481420693,Кузовенков Игорь Юрьевич,322,9г,
72652230456,Калухов Тарас Иванович,207,11а,3
98574907584,Батыров Пётр Виталиевич,227,7и,3
110036192824,Озрина Катерина Валерьевна,147,10а,4
81690410522,Декалова Полина Леонидовна,470,11д,5
117973005698,Лосицкий Владимир Кириллович,369,9т,5
89682350209,Магнусов Пётр Максимович,437,7и,5
103481966593,Лавренков Михаил Василиевич,188,9б,2
129719229012,Шушкалова Вероника Алексеевна,411,8т,5
133749525949,Бороданова Маргарита Дмитриевна,118,7г,5
98097204856,Циркина Виолетта Федоровна,231,9г,2
133750140461,Болохина Екатерина Андреевна,194,11д,3
87038180264,Чукалова Дарья Валерьевна,20,10г,4
113536416560,Беловолов Степан Петрович,222,9д,2
128435500175,Зудейкина Вероника Ивановна,166,8и,3
81923010744,Макунова Мария Борисовна,47,9в,5
119635662251,Верзанский Геннадий Андреевич,497,7д,5
102293821097,Алтубин Ярослав Леонидович,414,10г,5
81802902166,Аузин Игорь Алексиевич,435,8х,5
94307667206,Калыгин Степан Тимофеевич,353,8и,2
116489982626,Дурныгина Полина Игоревна,72,8и,2
144633723277,Антюфеева Александра Вадимовна,347,8и,2
96073707895,Лощинский Борис Романович,210,10б,3
126240223477,Ходорков Евгений Виталиевич,344,9г,5
99047007019,Кафорин Федор Данилович,427,10д,3
86342753130,Косынская Алиса Дмитриевна,40,9в,3
90140681199,Беремцев Артём Антонович,434,11т,2
88559927763,Влянская Мария Андреевна,490,7т,4
80565613171,Мыгеева Лиза Василевна,280,8в,5
127368168103,Акутникова Мария Алексеевна,173,11в,2
97488693890,Карябкин Константин Максимович,89,7и,2
113475009003,Прилепина Яна Максимовна,30,10в,5
100852895993,Ведищев Никита Георгиевич,365,7и,5
107799001904,Самчева Вероника Борисовна,287,10г,3
115343696842,Пирцхалова Карина Леонидовна,452,10г,5
65906489951,Павлочев Денис Борисович,432,11д,5
128028365538,Арашкова Екатерина Евгеньевна,356,8х,
145158961460,Байсарова Людмила Василевна,215,11и,2
106673388094,Кудекина Зинаида Игоревна,250,10и,3
98085445014,Дерналов Виталий Викторович,1,9г,4
75457279433,Сазинова Галина Романовна,61,9и,3
116018159176,Остаченова Марина Эдуардовна,229,9т,5
95119563516,Битюкова Яна Егоровна,488,9и,4
147121645464,Иваницкий Константин Борисович,232,8д,5
123403476003,Белянский Владислав Игоревич,74,11б,5
95126007301,Баранкин Артём Алексеевич,382,9т,2
114680232129,Шкабанова Софья Вадимовна,499,9х,4
86385745034,Полозлов Денис Адамович,155,8т,3
96939660348,Жунина Светлана Михайловна,162,8в,3
81708842512,Пантыкин Борис Игоревич,245,9х,2
72708373082,Доутова Марина Богдановна,189,11х,2
90278707636,Трещалова Яна Андреевна,330,8б,3
149722489130,Ивашечкин Александр Данилович,390,10т,4
81472932200,Мазьянова Инна Богдановна,416,11в,4
99398311872,Корогев Николай Евгеньевич,184,8б,5
78241275373,Заидова Галина Максимовна,88,9т,4
95787062734,Рамхин Кирилл Алексиевич,459,9х,4
106501298925,Кизбабаев Эдуард Фёдорович,415,11т,2
124396020688,Соурчаков Ярослав Валериевич,268,8б,2
81902092307,Мотяшева Алена Михайловна,404,7т,2
112081887069,Горшкова Наталия Яковлевна,340,11а,2
112232062476,Зябрицкий Игорь Виталиевич,332,7а,5
85451060864,Шельдяев Игорь Юриевич,97,7д,5
112752393021,Шмелькин Максим Викторович,483,9т,5
103062454774,Жалкин Алексей Алексеевич,43,7а,3
103333657198,Худасов Денис Максимович,70,10д,2
117225157775,Швичкова Наталья Эдуардовна,398,7г,4
104556264317,Едская Жанна Валерьевна,436,11в,4
139718432708,Поморзина Полина Евгеньевна,122,7д,4
84335618521,Будачева Кира Олеговна,55,11х,4
105685153389,Молкаев Василий Валериевич,216,8д,2
107562531932,Яцынин Константин Тимофеевич,285,7г,2
108512734566,Маховиков Василий Петрович,391,7х,4
105401699226,Шаметова Евгения Вадимовна,463,7а,2
105718994049,Законнова Жанна Евгеньевна,442,11и,
121289625401,Перчихин Аркадий Тимофеевич,164,10т,3
117496046741,Бурдасова Ксения Игоревна,203,9а,3
73432350608,Киссин Степан Иванович,251,7х,5
104738982770,Вапилина Мария Егоровна,77,7д,2
101051165547,Сигутина Дарья Федоровна,458,7б,2
106219668700,Сошьяков Альберт Фёдорович,17,7т,4
89691182585,Лугахина Клара Вадимовна,419,8в,4
121199072384,Логецкий Анатолий Виталиевич,372,11б,4
103223357814,Ковайкова Юлия Егоровна,75,10г,2
109432243930,Вермутский Валерий Петрович,447,9и,5
83649324103,Россомахов Олег Юриевич,56,8в,2
131830132874,Циплакова Екатерина Егоровна,471,9б,5
73582672732,Квятцева Алла Никитична,138,11в,2
117711844967,Выхухолева Лариса Василевна,384,8б,5
89312366147,Целохов Андрей Вадимович,433,8и,5
81628358332,Бендин Иван Яковлевич,71,8и,4
117437237336,Лазученков Василий Алексеевич,381,7х,2
101511258479,Скоропухов Михаил Василиевич,69,10и,3
65158801880,Мухонкин Тарас Романович,126,9и,4
117696329227,Камерцев Владимир Кириллович,303,7а,3
109410671067,Сандрыкина Анна Олеговна,324,10т,2
112992934235,Недбайлов Алексей Денисович,15,7т,2
86437379012,Серпков Ярослав Георгиевич,380,10б,4
112066948981,Хатшуклов Аркадий Николаевич,42,11т,4
99809179369,Литвалиева Алиса Егоровна,10,11и,3
85025046873,Енесина Лиза Валерьевна,293,9б,5
99751107976,Пикальков Эдуард Алексиевич,21,8д,5
124090626682,Сачинский Валентин Кириллович,125,10т,2
117946253646,Тарзанова Евгения Аркадьевна,96,9д,2
74012766428,Лапундин Юрий Игоревич,267,8и,5
85818703880,Личева Лиза Михайловна,453,9б,3
103148518794,Смароверов Яков Борисович,131,11в,4
85788670360,Вереина Алла Василевна,295,10и,3
103018870017,Погиблева Дарья Леонидовна,283,9в,5
92449587901,Байнова Анастасия Вадимовна,363,7б,3
130219792647,Шиловский Вячеслав Максимович,438,9и,4
84677455038,Сыждиков Пётр Василиевич,494,11х,5
82051993905,Каценова Алёна Эдуардовна,165,11т,2
103258273838,Мужицких Ева Олеговна,348,8х,3
93511578758,Плеснецов Степан Юрьевич,22,10а,2
81504184819,Игумнова Алёна Сергеевна,114,9д,4
99409774616,Хадаров Владимир Валериевич,278,11т,5
100483987220,Ступакова Кира Ивановна,421,8и,3
133463731545,Шоленинов Федор Максимович,286,11т,4
118230415361,Гундаров Руслан Николаевич,158,9д,4
110518703631,Гречишева Марина Андреевна,464,7д,2
67069570515,Утилова Алена Андреевна,253,11д,3
107320705514,Роткичева Алиса Максимовна,410,10а,4
103148260416,Колтышева Марина Вадимовна,87,11г,4
88349270683,Гурычева Лариса Валерьевна,489,9б,2
78089594732,Горцева Кристина Никитична,246,8и,4
136617061527,Кутурин Геннадий Денисович,197,9в,2
107608559159,Стефанков Яков Евгеньевич,318,10г,3
91529795108,Множина Людмила Василевна,90,8б,2
114770700973,Семисалов Георгий Иванович,316,9в,3
100429809581,Рогалов Альберт Валериевич,327,9б,2
133196495271,Черетаева Анастасия Олеговна,341,9б,2
118216203974,Радоминова Любовь Игоревна,25,9и,5
91162904788,Шувырина Лиза Андреевна,395,9а,5
121755915210,Калиженков Семён Алексеевич,401,11а,4
126465425289,Старокашин Константин Петрович,309,10а,3
148026850296,Малтоцов Аркадий Яковлевич,218,8а,3
98350152250,Кузеванова Ева Егоровна,116,7д,2
94415542569,Нурулина Алёна Егоровна,284,9х,2
122505782241,Лератов Герасим Сергеевич,374,10а,4
76426606921,Людин Руслан Аркадиевич,498,7и,3
98144283482,Пурин Виктор Данилович,154,8и,5
85843380490,Лютов Виктор Юрьевич,288,11г,2
97317446544,Марюшкина Яна Федоровна,345,10д,5
123188893803,Томилова Кристина Михайловна,492,11б,3
101142778136,Дистерев Валерий Валериевич,24,7г,3
115729929024,Дочкин Геннадий Алексиевич,52,11и,5
88622331197,Иняхин Руслан Сергеевич,234,7и,5
93095235820,Знайкова Раиса Егоровна,148,11х,3
123937825551,Кашавцев Аркадий Леонидович,58,7а,4
127468974378,Пятернина Кристина Андреевна,445,7и,2
84591519333,Гусеева Карина Викторовна,263,9и,2
66308808697,Кастева Яна Сергеевна,108,7и,2
92202918521,Гришанин Тарас Павлович,113,10т,2
108297325426,Грамоткин Илья Викторович,195,8д,5
119872833867,Мелисин Геннадий Василиевич,465,10г,2
93280166572,Цинина Светлана Яковлевна,105,11г,5
84404348084,Петов Георгий Адамович,57,9а,2
106455401660,Реева Валентина Максимовна,146,11и,5
80791618653,Слесивых Мария Аркадьевна,35,7и,5
89296541424,Афтаева Полина Ивановна,193,10д,5
132548952321,Кривицкий Валентин Виталиевич,208,8х,5
117666785084,Чубатов Константин Леонидович,279,11а,4
111331889243,Партенков Геннадий Павлович,418,8х,3
114295215758,Черушев Григорий Борисович,84,7г,4
109043181290,Тютекин Георгий Тимофеевич,262,7а,2
110054585439,Янкевский Вячеслав Адамович,167,11г,4
112983521041,Сухручкина Клавдия Аркадьевна,177,7в,4
100041807736,Конофалова Клара Петровна,95,11д,5
84202237469,Лигасов Михаил Павлович,491,11г,4
121030155094,Писарьков Альберт Игоревич,313,8в,4
76406310471,Варов Кирилл Иванович,28,8а,5
96200436105,Пурынов Евгений Петрович,244,9и,3
131276972176,Супрутская Вероника Викторовна,187,9а,2
89485393740,Скроцкая Алина Федоровна,127,8г,3
102466178393,Барадулин Вадим Юрьевич,281,11х,3
107042364068,Точилин Дмитрий Фёдорович,476,8а,2
102226864667,Бикмуллин Руслан Валериевич,333,11т,2
101829797096,Серпичев Василий Алексиевич,394,10х,5
95528697923,Вострышев Яков Аркадиевич,343,8г,5
86654659060,Грушчева София Евгеньевна,480,11в,
93413430997,Кулапов Александр Юрьевич,109,9б,5
137495490723,Чибисенков Владислав Фёдорович,375,8х,3
86475868504,Утилов Роман Василиевич,254,9х,2
137390223021,Татаурова Галина Федоровна,145,10т,4
143486779363,Визавитина Наталия Леонидовна,101,10г,2
107507016819,Мягченков Артём Денисович,115,7б,4
90387489017,Брикова Инна Богдановна,256,9б,4
80186566799,Наторкин Валентин Данилович,319,7и,2
112525688998,Эштрекова Софья Алексеевна,76,9в,3
88785967393,Кутаманова Кира Андреевна,182,10т,2
125863607747,Кыштымова Евгения Эдуардовна,255,8в,5
108594537085,Ккнязева Клавдия Дмитриевна,34,7б,5
93002724213,Глаголина Алиса Никитична,249,9д,2
89865551620,Рисина Раиса Валерьевна,451,10а,4
105335533492,Ребров Алексей Георгиевич,289,8и,3
122625156390,Вырысалова Александра Евгеньевна,39,11и,2
90458715800,Гомольский Владимир Юриевич,314,11х,5
91588209264,Швинова Марина Федоровна,271,8г,5
93908892981,Рудковская Инна Дмитриевна,6,7т,3
103309122481,Решеткина Дарья Василевна,408,10и,3
113460143728,Евстихеев Игорь Василиевич,422,10х,5
96821488317,Лазарина Алёна Федоровна,161,8б,3
110940646807,Гляченков Григорий Николаевич,431,10а,5
97250405963,Чардынцева Алина Вадимовна,135,10д,3
72070609888,Скаредов Яков Иванович,337,9т,5
94526598825,Юрицкий Эдуард Денисович,192,7д,3
113187917312,Кравчина Светлана Аркадьевна,413,11г,5
103578410193,Чмареткова Полина Вадимовна,449,10а,2
88498162170,Углова Галина Романовна,260,9г,3
110976017243,Згуровская Виктория Андреевна,220,9т,4
134633798587,Секерский Станислав Сергеевич,235,10а,4
119229020758,Жевайкин Евгений Адамович,86,11г,3
103048080220,Коточигов Семён Игоревич,26,9д,5
98672698977,Калонин Альберт Денисович,297,8б,2
124938632677,Валягин Григорий Антонович,94,10в,4
90176968194,Коцева Кристина Николаевна,412,9г,3
95374436584,Голина Кристина Максимовна,3,7х,3
127563066048,Батрамеев Анатолий Романович,354,9х,3
107584135317,Чикмарев Валентин Валериевич,306,9и,5
92111171492,Киницына Валерия Олеговна,202,7х,4
79194191941,Числин Юрий Денисович,121,7в,2
94257475333,Стебунова Юлия Романовна,358,9т,3
62897452134,Кацов Павел Павлович,236,10г,5
70538520243,Гоцев Тарас Викторович,41,8в,3
99019508839,Мотовицкий Роман Аркадиевич,31,11и,5
62596619179,Чурзина Клара Егоровна,308,10б,3
115929959715,Щепалкина Валерия Сергеевна,134,9б,4
106697204383,Утимишев Ярослав Игоревич,239,11а,3
93666811946,Алуханов Кирилл Фёдорович,298,7т,2
102996833946,Полунеев Валентин Валериевич,307,8и,2
